hour_utc,campaign_id,reason_group,req_vol
2026-03-30 06:00:00,BhTo5PHbtcsuQwkh,no compatible creatives,2.0549E8
2026-03-30 06:00:00,BhTo5PHbtcsuQwkh,campaign_cap,1.156E8
2026-03-30 06:00:00,BhTo5PHbtcsuQwkh,category_blocked,5.32E7
2026-03-30 06:00:00,BhTo5PHbtcsuQwkh,loss-based throttler,3.94E7
2026-03-30 06:00:00,BhTo5PHbtcsuQwkh,inv format freq cap,9100000.0
2026-03-30 06:00:00,BhTo5PHbtcsuQwkh,targeting filter,4200000.0
2026-03-30 06:00:00,BhTo5PHbtcsuQwkh,no available deal,1300000.0
2026-03-30 06:00:00,BhTo5PHbtcsuQwkh,blocked advertiser/app,1000000.0
2026-03-30 06:00:00,BhTo5PHbtcsuQwkh,other,31.0
2026-03-30 06:00:00,VveaqT1OAcxlbXSv,budget_overspent,1.5218E9
2026-03-30 06:00:00,VveaqT1OAcxlbXSv,bid_submitted,1.1327E9
2026-03-30 06:00:00,VveaqT1OAcxlbXSv,loss-based throttler,1.003E8
2026-03-30 06:00:00,VveaqT1OAcxlbXSv,campaign_cap,9.18E7
2026-03-30 06:00:00,VveaqT1OAcxlbXSv,category_blocked,4.0E7
2026-03-30 06:00:00,VveaqT1OAcxlbXSv,targeting filter,3.49E7
2026-03-30 06:00:00,VveaqT1OAcxlbXSv,inv format freq cap,2.47E7
2026-03-30 06:00:00,VveaqT1OAcxlbXSv,no compatible creatives,5500000.0
2026-03-30 06:00:00,VveaqT1OAcxlbXSv,blocked advertiser/app,3500000.0
2026-03-30 06:00:00,VveaqT1OAcxlbXSv,no available deal,100000.0
2026-03-30 06:00:00,VveaqT1OAcxlbXSv,other,31.0
